fromZip, toZip, distance
601, 601, 0.0
601, 602, 30.563077815533525
601, 603, 26.340322224928315
601, 606, 13.620562144517933
602, 601, 30.563077815533525
602, 602, 0.0
602, 603, 5.360856469703298
602, 606, 17.45201983833691
603, 601, 26.340322224928315
603, 602, 5.360856469703298
603, 603, 0.0
603, 606, 14.095061930012145
606, 601, 13.620562144517933
606, 602, 17.45201983833691
606, 603, 14.095061930012145
606, 606, 0.0
